501.344,22,44,3,13069,35201,285,285,274,279,10.718,125.891,34,14,31,9.668,32,0,0,115,0.926,29,7.814,3,1,367.653,batch1dense/test1
1293.63,53,107,6,36136,109802,264,264,258,261,44.779,53.107,51,1,2,55.776,82,15,15,367,3.025,72,15.04,3,1,1152.41,batch1dense/test2
3466.01,103,207,6,116956,306184,326,326,315,321,94.424,212.246,93,21,56,73.07,102,24,24,1158,8.988,136,20.256,3,1,3061.72,batch1dense/test3
743.823,27,55,6,18602,60213,294,294,287,292,25.021,80.086,35,11,24,8.352,33,0,0,195,1.27,42,6.503,3,1,655.995,batch1dense/test4
91.729,7,15,3,2481,8004,246,246,242,246,2.499,15.313,10,3,6,3.175,5,1,1,12,0.097,7,1.917,3,1,66.271,batch1dense/test5
90.254,7,15,3,2481,8004,246,246,242,246,2.394,14.723,10,3,6,3.044,5,1,1,12,0.101,7,1.87,3,1,64.888,batch1dense/test6
17329.9,755,1511,4,565429,1656380,320,320,309,313,460.98,418.518,263,17,34,545.489,669,105,108,7718,89.98,1099,125.133,3,1,14983.5,batch1dense/test7
1722.67,61,122,7,49424,147792,315,315,307,310,51.044,33.446,31,2,4,30.122,47,3,4,610,4.275,76,8.324,3,1,1530.3,batch1dense/test8
13548.3,610,1220,4,457315,1279723,263,263,250,256,404.945,183.479,99,26,55,181.985,100,18,22,5507,50.211,848,40.802,3,1,11898.3,batch1dense/test9
85887.2,3747,7495,4,3567245,8005800,280,280,259,266,2055.96,858.1,255,92,206,1539.25,298,101,147,29704,428.478,4401,126.301,3,1,71133.6,batch1dense/test10
