184.057,59,118,3,6329,18398,266,266,255,262,3.397,27.38,21,6,12,6.659,13,0,0,61, 0.469,88,6.422,3,1,0.104,batch4dense/test1
213.445,56,113,3,6889,18569,270,270,258,268,3.082,41.082,26,8,21,14.632,24,1,1,46, 0.494,74,8.308,3,1,0.103,batch4dense/test2
1303.32,336,673,6,56375,129111,291,291,281,286,19.295,98.798,58,3,9,83.356,83,3,3,335, 3.846,465,42.533,3,1,0.577,batch4dense/test3
41.075,9,19,3,1215,3549,290,290,283,290,0.373,10.993,7,3,6,5.79,5,2,2,0, 0.02,9,1.91,3,1,0.013,batch4dense/test4
39.541,12,24,9,933,3374,281,281,275,281,0.579,12.297,10,4,8,2.903,15,1,1,0, 0.027,13,1.811,3,1,0.017,batch4dense/test5
9878.17,2274,4548,3,470218,1107734,324,324,306,314,125.34,321.777,142,16,40,369.827,151,25,25,2842, 32.015,3049,78.72,3,1,3.94,batch4dense/test6
560.57,183,367,4,16725,48531,284,284,272,278,11.247,53.02,47,6,13,60.403,31,16,16,240, 2.117,271,7.886,3,1,0.376,batch4dense/test7
17.762,5,10,3,705,2433,313,313,307,313,0.214,5.807,5,3,6,0.586,2,0,0,0, 0.011,5,0.918,3,1,0.008,batch4dense/test8
45.245,12,25,5,1449,4416,276,276,269,275,0.525,8.703,7,3,6,3.192,12,1,1,0, 0.031,12,3.187,3,1,0.019,batch4dense/test9
77.021,11,23,7,1107,3302,261,261,252,260,0.562,44.43,14,8,24,6.509,10,0,0,0, 0.036,11,2.856,3,1,0.021,batch4dense/test10
1137.87,74,148,3,46596,127131,266,266,255,262,29.178,38.93,32,6,12,20.526,25,0,0,308, 2.049,107,12.197,3,1,929.571,batch4dense/test1
685.768,21,43,5,18801,50145,270,270,258,268,16.142,86.466,33,13,35,29.539,34,2,2,165, 1.428,27,11.198,3,1,586.012,batch4dense/test2
6902.76,215,431,7,287396,684865,291,291,281,286,177.568,224.87,68,10,31,160.378,105,8,8,2780, 22.581,254,57.894,3,1,5900.3,batch4dense/test3
121.671,9,18,3,3699,10054,290,290,283,290,4.104,12.052,8,3,6,10.712,8,3,3,19, 0.138,9,2.931,3,1,91.037,batch4dense/test4
363.011,15,31,7,9512,32372,281,281,275,281,11.699,26.77,27,5,10,18.175,54,5,5,123, 0.779,17,5.592,3,1,315.875,batch4dense/test5
15425.4,455,911,4,626910,1413173,324,324,306,314,252.462,554.911,210,31,78,720.696,190,17,17,2739, 32.845,637,117.559,3,1,13129.3,batch4dense/test6
3143.55,171,343,4,112904,335680,284,284,272,278,96.19,85.518,79,6,13,118.745,69,30,30,1085, 9.507,253,14.265,3,1,2710.88,batch4dense/test7
68.963,5,10,4,2076,6786,313,313,307,313,1.769,10.761,9,4,9,0.846,4,0,0,13, 0.062,5,1.427,3,1,53.611,batch4dense/test8
173.623,12,25,4,4887,15057,276,276,269,275,5.067,12.605,12,3,6,5.511,18,2,2,32, 0.213,12,4.146,3,1,134.475,batch4dense/test9
228.812,8,17,6,5040,14589,261,261,252,260,7.035,69.187,15,10,32,11.06,12,1,3,27, 0.174,8,3.046,3,1,187.248,batch4dense/test10
813.861,66,132,2,30759,88392,266,266,255,262,4.457,30.138,21,6,12,7.996,16,0,0,57, 0.559,98,7.621,3,1,597.358,batch4dense/test1
1189.92,51,103,4,52130,133831,270,270,258,268,3.311,44.36,25,9,23,8.293,15,1,1,33, 0.287,79,6.333,3,1,1003.46,batch4dense/test2
4268.32,221,442,3,196906,496610,291,291,281,286,15.549,89.809,47,4,13,103.123,71,5,5,243, 2.302,361,44.897,3,1,3453.05,batch4dense/test3
100.45,9,18,3,3699,10054,290,290,283,290,0.365,11.237,7,3,6,1.054,3,0,0,0, 0.019,9,2.001,3,1,65.168,batch4dense/test4
234.144,16,33,5,6970,23745,281,281,275,281,0.751,14.409,12,4,8,2.658,12,1,1,0, 0.03,17,2.224,3,1,181.689,batch4dense/test5
3692.66,114,229,4,183876,373486,324,324,306,314,7.621,141.97,49,11,27,203.535,46,7,7,119, 2.07,162,67.723,3,1,2703.99,batch4dense/test6
7785.22,631,1263,2,314839,893118,284,284,272,278,39.134,62.858,56,6,13,60.884,52,16,16,1059, 8.404,926,10.628,3,1,6165.53,batch4dense/test7
49.512,5,11,2,1748,5642,313,313,307,313,0.2,5.776,5,3,6,0.59,2,0,0,0, 0.009,5,0.893,3,1,31.213,batch4dense/test8
147.496,13,27,3,4560,13924,276,276,269,275,0.595,7.624,6,3,6,2.502,8,1,1,1, 0.02,14,2.876,3,1,101.929,batch4dense/test9
237.031,12,25,5,8385,22141,261,261,252,260,0.823,35.082,10,5,15,0.711,5,0,0,2, 0.037,14,2.298,3,1,166.592,batch4dense/test10
