600007,76308,152617,7,9421926,22037810,-1,317,294,310,8993.78,88460.1,15587,5720,14916,145457,42456,26390,38447,271847, 7174.36,132747,4873.45,3,1,119037,dense/batch5dense/test_20_0,0,0,
1982.85,243,486,5,39682,92707,281,281,267,275,21.907,362.985,112,30,97,344.122,133,27,27,342, 5.048,334,31.534,3,1,293.882,dense/batch5dense/test_20_1,0,0,
600033,4311,8623,9,1200972,2082184,-1,314,284,305,6676.63,120778,4478,2822,12633,441006,6762,2241,7758,7507, 381.196,6961,3074.29,3,1,7709.46,dense/batch5dense/test_20_2,0,0,
457528,6339,12679,3,1777208,3019871,333,333,308,328,698.346,148146,3230,1516,4661,263278,5247,4020,5607,12740, 530.185,11078,2686.01,3,1,9883.89,dense/batch5dense/test_20_3,0,0,
3315.21,47,95,6,7423,15161,315,315,297,311,8.825,1202.07,49,31,149,1842.82,65,15,65,7, 0.922,66,26.281,3,1,68.657,dense/batch5dense/test_20_4,0,0,
600018,22848,45697,7,6762480,12907361,-1,302,276,294,10707.7,31596,3282,445,2715,403284,12698,4733,29976,43812, 1171.31,32843,5908.99,3,1,36056.6,dense/batch5dense/test_20_5,0,0,
47597.1,10354,20708,7,1039584,2627322,303,303,281,293,677.457,1467.96,702,137,327,7440.08,1953,704,774,20707, 267.649,14511,216.656,3,1,12304.9,dense/batch5dense/test_20_6,0,0,
795.677,46,92,10,5823,14099,311,311,290,305,22.532,454.91,71,49,198,120.035,23,12,12,20, 0.383,66,8.451,3,1,63.512,dense/batch5dense/test_20_7,0,0,
600007,17976,35953,7,2134771,5350591,-1,345,324,338,1900.16,45688.4,3433,1866,5909,479862,5395,4630,10202,43189, 606.805,29093,791.609,3,1,23038.4,dense/batch5dense/test_20_8,0,0,
7401.07,667,1335,7,107041,240400,346,346,328,341,85.106,2161.86,390,189,572,2411.79,630,229,296,902, 15.212,981,98.93,3,1,739.106,dense/batch5dense/test_20_9,0,0,
600008,10063,20127,12,2072821,4570656,-1,371,343,359,7976.2,20403.9,2511,1008,3942,522291,9067,9323,21511,32723, 548.379,14852,745.212,3,1,13820.4,dense/batch5dense/test_20_10,0,0,
33411.7,1964,3929,7,533321,982844,338,338,320,329,124.722,6683.69,695,395,1035,16943.6,953,364,784,3034, 55.106,2679,267.19,3,1,2036.77,dense/batch5dense/test_20_11,0,0,
4299.49,722,1444,4,150464,303322,279,279,261,271,36.838,913.532,149,60,156,423.675,44,9,15,1071, 16.822,920,62.055,3,1,553.829,dense/batch5dense/test_20_12,0,0,
224961,51105,102210,4,7410827,17420938,346,346,330,339,3521.15,5082.99,2435,220,589,20470.2,12153,3216,7858,99766, 1598.82,78077,1914.64,3,1,50951,dense/batch5dense/test_20_13,0,0,
600005,80405,160811,10,15256125,35401244,-1,354,332,344,4772.84,23181.7,7158,795,1991,192839,22864,6659,7882,181922, 3224.89,111046,3490.78,3,1,104477,dense/batch5dense/test_20_14,0,0,
600011,6693,13387,6,1633322,3137836,-1,289,265,278,568.433,17539.8,1600,383,1027,543178,8574,6667,11038,13886, 508.505,9859,1755.88,3,1,9420.69,dense/batch5dense/test_20_15,0,0,
590.726,132,265,6,14364,39947,303,303,294,300,7.707,63.174,56,6,12,27.123,71,3,3,95, 1.116,163,13.807,3,1,136.945,dense/batch5dense/test_20_16,0,0,
440085,24714,49429,4,3003721,6807569,298,298,275,286,2777.71,18920.2,1842,932,2576,314129,2076,5072,11678,64636, 898.063,46185,502.247,3,1,35248.8,dense/batch5dense/test_20_17,0,0,
433205,46398,92797,7,14805446,26458760,306,306,278,291,3191.26,16026,3823,505,1166,118813,10852,2731,3101,101055, 2248.84,64284,4314.36,3,1,60079.6,dense/batch5dense/test_20_18,0,0,
11606.9,1256,2512,6,144560,363052,327,327,309,323,117.062,1606.34,305,53,309,4400.31,613,192,757,2025, 31.501,1959,138.465,3,1,1719.26,dense/batch5dense/test_20_19,0,0,
6520.15,1287,2575,8,151329,398946,319,319,296,314,92.899,736.884,145,24,120,195.939,295,12,15,2551, 31.508,1850,59.053,3,1,1670.54,dense/batch5dense/test_20_20,0,0,
6781.86,1182,2364,5,177364,438787,327,327,315,319,71.484,671.477,273,28,69,674.987,462,74,74,1419, 21.645,1571,186.345,3,1,1302.94,dense/batch5dense/test_20_21,0,0,
376706,35794,71589,6,9134153,18952201,329,329,294,315,2777.25,54449.4,4473,894,5079,114146,9015,5256,6741,73340, 1622.33,47160,6369.57,3,1,42566.4,dense/batch5dense/test_20_22,0,0,
600001,131541,263083,8,19877299,46286006,-1,349,329,338,7191,10232.5,7172,82,164,43766.1,29146,2891,2908,266524, 5208.3,171040,5342.22,3,1,152318,dense/batch5dense/test_20_23,0,0,
