22470,3451,6903,14,309865,708943,319,319,294,310,338.389,9220.84,673,534,1659,5777.22,850,307,750,18387, 154.763,6509,87.712,3,1,7.836,dense/batch5dense/test_20_0,0,0,
24092.8,3566,7133,14,330159,748656,319,319,294,310,350.723,9582.41,675,527,1631,6113.65,948,328,781,18765, 162.566,6717,91.905,3,1,561.511,dense/batch5dense/test_20_0,0,0,
3967.6,1363,2727,3,158545,375759,281,281,267,275,67.018,506.142,270,44,106,321.894,618,22,22,2059, 32.916,1779,71.117,3,1,1.993,dense/batch5dense/test_20_1,0,0,
1585.77,348,697,6,58708,135949,281,281,267,275,20.393,347.188,163,42,102,69.709,137,20,20,479, 5.622,504,39.395,3,1,137.317,dense/batch5dense/test_20_1,0,0,
238944,43290,86581,3,11488610,19787626,317,317,284,305,2782.42,24163.6,3400,1057,2830,58965.7,10263,1719,2598,129011, 3336.64,71447,2696.18,3,1,77.791,dense/batch5dense/test_20_2,0,0,
131266,13630,27261,6,3675106,6379895,317,317,284,305,1048.42,19652.4,2685,965,2604,47936.8,5404,762,1301,45652, 987.748,22198,1533.78,3,1,7991.38,dense/batch5dense/test_20_2,0,0,
151157,2102,4205,6,557493,978511,333,333,308,328,161.083,44396.8,1177,644,1963,97967.2,2054,1308,1866,3059, 92.332,3577,843.907,3,1,4.599,dense/batch5dense/test_20_3,0,0,
82472.7,1590,3181,5,428821,754682,333,333,308,328,129.261,12631.4,852,404,1260,61439.3,1605,968,1570,2233, 73.144,2792,774.363,3,1,1124.99,dense/batch5dense/test_20_3,0,0,
1113.21,39,78,4,5962,12120,315,315,297,311,3.631,319.806,23,14,77,684.828,48,14,14,23, 0.37,58,11.38,3,1,0.079,dense/batch5dense/test_20_4,0,0,
9123.25,209,419,4,55417,93145,315,315,297,311,17.819,478.363,105,14,77,7416.66,637,292,313,60, 13.748,354,183.993,3,1,231.382,dense/batch5dense/test_20_4,0,0,
92794.5,10590,21180,4,8063390,11649001,305,305,276,294,518.434,1862.55,356,56,259,7718.78,1380,166,249,18390, 581.303,12858,393.473,3,1,14.831,dense/batch5dense/test_20_5,0,0,
18045,1038,2077,9,1003266,1396679,305,305,276,294,67.93,1555.86,189,56,259,5443.01,346,35,118,1916, 48.23,1363,231.241,3,1,578.813,dense/batch5dense/test_20_5,0,0,
2159.76,474,949,7,46986,120494,303,303,281,293,43.872,481.961,159,72,170,542.586,255,121,122,1248, 12.659,794,24.355,3,1,0.981,dense/batch5dense/test_20_6,0,0,
2156.8,521,1042,6,46470,120712,303,303,281,293,47.185,506.286,168,69,164,263.328,194,60,61,1148, 11.316,855,23.423,3,1,196.161,dense/batch5dense/test_20_6,0,0,
701.065,68,136,7,10806,24940,311,311,290,305,9.365,224.92,57,27,91,253.688,45,20,20,48, 0.725,98,12.759,3,1,0.135,dense/batch5dense/test_20_7,0,0,
478.283,45,90,8,6397,14980,311,311,290,305,7.892,210.845,54,27,91,123.681,30,12,12,39, 0.512,71,8.822,3,1,7.898,dense/batch5dense/test_20_7,0,0,
191772,7715,15431,13,1166175,2489926,347,347,324,338,760.452,57720.5,3547,2465,7586,111895,1774,691,1197,27946, 354.988,15304,406.295,3,1,18.235,dense/batch5dense/test_20_8,0,0,
183609,7575,15150,14,1140583,2440784,347,347,324,338,740.067,56827.3,3534,2465,7587,105283,1669,632,1128,27711, 344.286,15098,375.896,3,1,70.951,dense/batch5dense/test_20_8,0,0,
2577.88,517,1035,7,70668,170739,346,346,328,341,37.75,775.708,220,119,291,462.634,279,56,61,647, 6.336,718,47.796,3,1,0.845,dense/batch5dense/test_20_9,0,0,
5270.4,984,1969,7,156139,360222,346,346,328,341,64.175,832.276,255,121,295,960.784,618,90,95,1683, 23.242,1370,74.947,3,1,631.915,dense/batch5dense/test_20_9,0,0,
600003,20800,41601,9,4173182,8285330,-1,375,343,359,1365.49,25146,3439,1732,5190,510547,13496,10988,16328,73990, 1170.29,32819,1258.76,3,1,42.019,dense/batch5dense/test_20_10,0,0,
600011,31680,63361,9,6937455,15130037,-1,378,343,359,1993.77,17364.5,3501,812,2573,452095,8474,10151,15120,96261, 1305.63,45406,1201.41,3,1,19230.3,dense/batch5dense/test_20_10,0,0,
36072.4,2629,5259,7,725756,1348089,338,338,320,329,158.379,20346.1,1510,1024,2733,5782.52,1067,289,344,4031, 106.36,3774,328.577,3,1,4.483,dense/batch5dense/test_20_11,0,0,
