600003,21130,42261,4,3117642,6380959,-1,248,228,238,1327.81,418560,3906,2311,8001,132668,4552,4394,7124,52038,816.574,35744,674.352,3,1,39.395,dense/batch5dense/test_17_0,0,0
600005,14029,28059,3,2233268,4346609,-1,247,228,238,805.343,468496,2747,1274,4920,89011.5,5184,3083,3848,26837,497.074,22846,1021.27,3,1,8191.36,dense/batch5dense/test_17_0,0,0
9304.11,1103,2206,4,549794,899123,300,300,276,292,44.892,1040.26,61,22,79,2331.85,162,31,58,1299,18.912,1361,132.647,3,1,1.611,dense/batch5dense/test_17_1,0,0
5830.96,419,838,5,274738,420997,300,300,276,292,20.274,1115.48,58,22,79,1456.42,91,21,48,487,7.298,543,133.903,3,1,265.802,dense/batch5dense/test_17_1,0,0
7894.35,144,288,4,33587,67262,254,254,228,247,15.542,5868.6,104,77,296,1410.44,74,43,94,262,3.261,252,43.054,3,1,0.347,dense/batch5dense/test_17_2,0,0
18539.4,320,640,4,759079,1427330,254,254,228,247,45.264,6006.26,138,90,360,3159.21,139,72,167,467,5.812,543,77.541,3,1,8059.77,dense/batch5dense/test_17_2,272,271
18.748,6,12,3,585,2027,227,227,223,227,0.327,9.211,11,3,6,0.585,3,0,0,0,0.015,9,0.7,3,1,0.022,dense/batch5dense/test_17_3,0,0
19.895,6,12,3,585,2027,227,227,223,227,0.346,9.481,11,3,6,0.582,3,0,0,0,0.012,9,0.726,3,1,0.75,dense/batch5dense/test_17_3,0,0
501325,20072,40145,3,5387464,9408936,295,295,269,285,1150,76761.3,1882,1084,3982,353632,5271,4146,5570,48021,898.395,34802,1636.98,3,1,37.326,dense/batch5dense/test_17_4,0,0
600014,18152,36305,3,6576733,10758495,-1,293,269,285,1085.14,56283.9,2581,818,2818,445839,11319,7838,9527,36689,1063.64,30299,4328.48,3,1,13952.9,dense/batch5dense/test_17_4,0,0
90.174,8,17,3,791,2613,264,264,249,262,0.522,73.411,8,6,32,2.516,8,0,0,0,0.025,10,1.499,3,1,0.014,dense/batch5dense/test_17_5,0,0
94.446,8,17,3,791,2613,264,264,249,262,0.454,75.581,8,6,32,2.175,8,0,0,0,0.021,10,1.436,3,1,2.356,dense/batch5dense/test_17_5,0,0
5437.8,380,761,4,63576,122934,285,285,269,278,26.938,3385.98,230,178,584,1062.01,100,39,81,1019,9.801,746,38.797,3,1,0.779,dense/batch5dense/test_17_6,0,0
6577.26,392,785,4,67750,129210,285,285,269,278,30.02,3562.63,234,180,588,1829.89,133,71,141,1028,11.676,768,48.797,3,1,67.847,dense/batch5dense/test_17_6,0,0
11284.8,327,654,22,41939,93426,266,266,243,258,41.976,7060.96,650,472,1339,3432.87,301,86,159,1203,15.061,646,53.425,3,1,1.155,dense/batch5dense/test_17_7,0,0
11472.9,326,653,22,41958,93385,266,266,243,258,43.591,7191.34,650,472,1339,3461.27,300,86,159,1203,15.547,645,54.681,3,1,5.601,dense/batch5dense/test_17_7,0,0
125695,475,950,4,114910,218802,274,274,251,265,43.227,16764.5,671,443,1389,107213,790,526,1127,310,19.561,846,212.998,3,1,1.113,dense/batch5dense/test_17_8,0,0
314005,551,1102,4,158920,284082,274,274,251,265,51.056,10609.2,570,287,884,300702,1216,749,1242,464,29.394,1022,352.554,3,1,368.772,dense/batch5dense/test_17_8,0,0
93115.2,1951,3902,5,234284,488545,257,257,238,244,397.076,81265.7,4761,3701,12127,7287.54,699,433,762,2713,142.831,3866,318.748,3,1,6.121,dense/batch5dense/test_17_9,0,0
92578.1,1943,3887,5,233564,486797,257,257,238,244,395.954,81026.8,4764,3703,12132,6995.83,698,431,756,2697,142.137,3853,315.374,3,1,26.324,dense/batch5dense/test_17_9,0,0
600001,269206,538413,5,34235957,81528605,-1,254,231,243,10623.5,17256.7,5851,1153,2607,23690.9,15472,5240,5240,463810,6619.85,356089,1279.63,3,1,375.262,dense/batch5dense/test_17_10,0,0
600010,137473,274947,5,35331244,72950039,-1,255,231,243,5978.5,23176,6642,1485,3378,47130.3,15860,5190,5190,288157,5812.3,184296,2297.11,3,1,69893,dense/batch5dense/test_17_10,0,0
600006,1770,3541,7,358962,710118,-1,280,264,273,159.761,353373,1158,808,3505,241248,2273,2175,4911,4308,87.479,3079,322.833,3,1,4.094,dense/batch5dense/test_17_11,0,0
600024,2212,4425,6,465904,896153,-1,281,264,273,175.991,246058,1172,739,2779,345403,3123,2388,4647,3928,109.524,3729,533.527,3,1,1382.73,dense/batch5dense/test_17_11,0,0
5017.36,305,611,6,72770,132340,285,285,253,276,137.63,2300.18,255,155,487,1477.1,252,100,158,467,8.09,494,102.461,3,1,0.731,dense/batch5dense/test_17_12,0,0
67867.5,2672,5345,3,3347620,6387284,285,285,253,276,273.092,4341.78,1089,234,655,9581.57,2302,242,320,3502,141.069,4141,680.115,3,1,43962.4,dense/batch5dense/test_17_12,794,3347
273.566,42,85,5,2662,8182,265,265,247,259,4.869,173.458,39,24,69,8.355,22,1,1,36,0.369,71,6.915,3,1,0.112,dense/batch5dense/test_17_13,0,0
