673.699,29,59,8,6102,12807,336,336,316,333,3.238,517.764,33,18,75,33.586,13,1,1,13, 0.171,44,26.97,3,1,0.093,batch3dense/test1
353.12,68,137,8,12159,29460,321,321,310,319,5.206,75.887,42,9,20,29.823,29,1,1,61, 0.734,104,15.255,3,1,0.193,batch3dense/test2
118.765,19,38,9,2253,6276,308,308,297,306,1.204,63.285,18,7,24,3.541,8,1,1,4, 0.07,27,5.066,3,1,0.05,batch3dense/test3
209.233,48,96,3,5426,15632,284,284,270,282,2.635,70.29,27,8,26,10.15,22,3,3,18, 0.188,66,6.519,3,1,0.086,batch3dense/test4
783.308,75,151,7,14080,32144,325,325,306,322,4.143,437.021,47,25,87,50.386,73,6,6,56, 1.093,101,35.158,3,1,0.147,batch3dense/test5
867.76,24,49,3,7264,13184,292,292,267,289,1.63,736.352,26,19,105,1.553,4,0,0,0, 0.157,27,25.881,3,1,0.067,batch3dense/test6
9828.09,3446,6893,15,306043,888444,317,317,300,311,250.36,225.083,173,5,13,270.962,410,16,16,9674, 84.414,5879,31.012,3,1,11.945,batch3dense/test7
900.725,131,262,1,51258,82559,261,261,249,253,6.256,69.608,13,3,9,20.51,13,0,0,102, 2.735,140,56.142,3,1,0.191,batch3dense/test8
500002,57119,114239,3,29757560,51506575,-1,360,341,349,3448.22,12129.9,1700,336,755,27579,2613,530,722,84987, 2405.18,73331,2738.59,3,1,107.745,batch3dense/test9
1083.4,305,611,5,22596,60482,283,283,270,278,21.152,275.99,143,65,153,61.885,87,19,21,357, 4.405,461,16.726,3,1,0.65,batch3dense/test10
1308.13,29,59,6,22372,69548,336,336,316,333,77.698,338.658,64,23,78,162.317,40,25,30,322, 2.086,43,12.528,3,1,1079.98,batch3dense/test1
1573.84,24,49,10,42644,132994,321,321,310,319,81.161,137.228,66,18,43,78.134,48,23,27,516, 3.377,41,9.476,3,1,1468.17,batch3dense/test2
416.744,16,32,4,10775,31723,308,308,297,306,10.193,78.324,31,7,24,24.779,33,8,8,68, 0.491,21,7.736,3,1,350.145,batch3dense/test3
658.172,37,74,3,22289,62982,284,284,270,282,15.416,81.721,36,9,28,15.63,30,2,2,147, 1.061,50,10.926,3,1,518.266,batch3dense/test4
2908.63,71,143,6,99114,238893,325,325,306,322,58.724,489.831,71,24,85,130.303,152,38,38,721, 9.264,86,57.866,3,1,2479,batch3dense/test5
1570.98,25,51,4,15532,40622,292,292,267,289,25.172,1147.63,37,25,187,4.473,9,0,0,128, 1.06,32,6.433,3,1,1403.81,batch3dense/test6
220746,3292,6585,12,8261560,22562926,317,317,300,311,6170.81,1210.73,619,44,113,2394.63,2364,53,53,98677, 989.305,4991,142.989,3,1,208994,batch3dense/test7
437.695,21,42,2,18290,34415,261,261,249,253,6.164,57.496,12,3,9,19.233,11,0,0,19, 0.6,22,49.857,3,1,320.646,batch3dense/test8
1.22123e+06,18229,36459,7,71791364,125183895,364,364,341,349,15306.5,8757.13,1123,387,881,15468.2,1888,450,600,204846, 4124.19,21356,1259,3,1,992022,batch3dense/test9
8892.44,288,576,6,265770,789955,283,283,270,278,279.646,534.076,252,91,234,280.315,325,80,80,4832, 40.661,432,35.856,3,1,8149.13,batch3dense/test10
1445.06,30,60,7,32305,88701,336,336,316,333,3.948,545.342,29,18,75,17.368,10,3,3,8, 0.154,42,21.917,3,1,751.438,batch3dense/test1
2246.42,56,112,7,84664,242915,321,321,310,319,5.474,75.586,42,10,22,20.274,24,4,4,74, 0.704,96,10.617,3,1,1967.93,batch3dense/test2
358.133,15,30,4,10323,30313,308,308,297,306,1.027,68.406,16,7,24,5.369,8,2,2,0, 0.049,20,5.142,3,1,236.838,batch3dense/test3
586.522,39,78,2,20188,60044,284,284,270,282,2.562,74.216,27,8,26,6.544,16,1,1,29, 0.242,58,6.358,3,1,392.913,batch3dense/test4
2426.04,70,141,4,91278,210153,325,325,306,322,4.63,439.995,40,18,73,65.08,74,9,9,30, 1.434,94,59.744,3,1,1559.33,batch3dense/test5
1254.33,28,57,3,21035,44329,292,292,267,289,2.277,780.337,29,19,105,1.477,3,0,0,3, 0.195,34,27.258,3,1,316.795,batch3dense/test6
213634,7551,15103,6,8208969,23390708,317,317,300,311,503.905,853.61,740,28,59,944.996,1326,74,74,14957, 186.402,11319,147.355,3,1,191414,batch3dense/test7
1634.13,121,242,1,107740,172590,261,261,249,253,5.673,67.22,13,3,9,19.744,13,0,0,91, 2.396,130,54.265,3,1,812.883,batch3dense/test8
315314,7334,14669,4,21866007,36610949,364,364,341,349,415.19,1962,244,32,88,1580.29,459,70,77,9569, 258.838,8371,1746.85,3,1,218981,batch3dense/test9
18392.9,1191,2383,3,625462,1695239,283,283,270,278,94.352,164.973,105,25,59,147.635,227,30,30,2650, 22.918,1994,36.774,3,1,15338.7,batch3dense/test10
