5423.83,111,223,4,19519,43902,325,325,299,314,7.674,4885.94,60,20,160,74.366,51,2,2,108, 1.015,182,83.944,3,1,0.254,batch2dense/test1
236.604,33,66,3,3319,9179,355,355,346,351,2.452,136.824,37,19,48,3.968,16,0,0,10, 0.234,51,6.639,3,1,0.076,batch2dense/test2
205.324,63,127,5,4274,12979,271,271,260,268,3.169,59.839,10,4,17,7.16,15,0,0,60, 0.509,76,3.181,3,1,0.12,batch2dense/test3
83.274,8,17,3,844,2928,289,289,279,287,0.93,61.316,12,3,15,2.644,5,1,1,0, 0.022,12,1.198,3,1,0.017,batch2dense/test4
145.123,3,6,2,611,2116,297,297,281,297,0.131,137.19,2,2,16,0.154,1,0,0,0, 0.004,3,0.32,3,1,0.006,batch2dense/test5
116.952,14,29,5,1258,4520,321,321,308,321,0.785,68.51,10,4,15,8.411,11,1,1,0, 0.037,16,5.728,3,1,0.026,batch2dense/test6
25.711,8,17,5,932,3388,324,324,322,324,0.346,4.136,2,1,2,1.662,8,0,0,0, 0.011,8,1.476,3,1,0.012,batch2dense/test7
45.113,14,28,3,1449,5093,320,320,319,319,0.782,0,0,0,0,8.328,20,3,3,4, 0.046,17,2.34,3,1,0.03,batch2dense/test8
44.621,14,28,3,1449,5093,320,320,319,319,0.728,0,0,0,0,8.072,20,3,3,4, 0.04,17,2.336,3,1,0.026,batch2dense/test9
228.2,19,38,5,2003,6019,360,360,345,358,1.506,170.175,26,7,27,4.66,9,1,1,7, 0.115,31,3.412,3,1,0.05,batch2dense/test10
9002.63,78,157,4,71783,183325,325,325,299,314,50.986,6942.53,89,33,229,63.218,57,2,2,538, 4.855,131,128.79,3,1,8456.97,batch2dense/test1
428.568,13,26,4,8096,23085,355,355,346,351,7.975,145.373,31,18,46,15.122,14,3,5,54, 0.437,18,5.407,3,1,358.857,batch2dense/test2
411.589,16,32,7,8395,28986,271,271,260,268,12.368,70.322,14,8,27,1.201,7,0,0,67, 0.482,20,2.402,3,1,364.931,batch2dense/test3
338.564,8,17,3,4210,13509,289,289,279,287,8.548,178.174,31,8,36,10.029,18,4,4,38, 0.366,13,5.222,3,1,282.876,batch2dense/test4
507.149,3,6,2,1194,3901,297,297,281,297,0.626,479.915,5,5,43,0.178,1,0,0,2, 0.018,3,1.158,3,1,353.328,batch2dense/test5
404.103,13,27,5,5767,19754,321,321,308,321,7.674,173.954,18,6,27,10.467,18,2,2,26, 0.236,14,7.11,3,1,301.105,batch2dense/test6
159.993,8,17,6,4209,14890,324,324,322,324,4.794,5.454,3,1,2,4.531,18,0,0,51, 0.238,8,2.874,3,1,133.276,batch2dense/test7
241.261,13,26,3,6611,23947,320,320,319,319,6.143,2.622,3,0,0,25.245,40,14,14,29, 0.397,16,4.922,3,1,201.59,batch2dense/test8
240.562,13,26,3,6611,23947,320,320,319,319,6.054,2.622,3,0,0,24.855,40,14,14,29, 0.386,16,4.944,3,1,200.604,batch2dense/test9
1679.55,17,34,7,18680,54415,360,360,345,358,29.529,870.082,45,24,113,173.806,42,34,49,215, 1.831,28,7.266,3,1,1480.69,batch2dense/test10
9411.64,185,371,3,134705,351492,325,325,299,314,14.602,5693.47,82,24,168,90.204,47,9,9,233, 3.134,317,139.559,3,1,2788.42,batch2dense/test1
365.896,17,34,3,9088,26409,355,355,346,351,1.28,64.602,18,9,23,6.087,6,2,3,9, 0.093,25,3.201,3,1,240.938,batch2dense/test2
466.34,33,66,5,12293,39214,271,271,260,268,1.583,13.87,8,2,6,1.086,6,0,0,18, 0.133,37,1.838,3,1,375.939,batch2dense/test3
192.212,10,21,3,3721,12420,289,289,279,287,1.11,64.477,13,3,15,6.957,8,4,4,1, 0.031,15,1.449,3,1,97.055,batch2dense/test4
165.713,3,6,2,1194,3901,297,297,281,297,0.141,141.168,2,2,16,0.168,1,0,0,0, 0.001,3,0.328,3,1,16.354,batch2dense/test5
194.012,12,24,3,3779,12954,321,321,308,321,0.625,67.367,8,4,15,4.518,9,1,1,0, 0.025,13,2.364,3,1,91.357,batch2dense/test6
112.509,8,16,4,3507,12279,324,324,322,324,0.359,4.436,2,1,2,1.426,7,0,0,0, 0.01,8,1.461,3,1,87.429,batch2dense/test7
180.297,12,24,3,5745,20827,320,320,319,319,0.674,0,0,0,0,8.331,20,3,3,4, 0.045,15,2.665,3,1,138.972,batch2dense/test8
183.385,12,24,3,5745,20827,320,320,319,319,0.753,0,0,0,0,8.338,20,3,3,4, 0.048,15,2.688,3,1,141.896,batch2dense/test9
449.773,13,26,4,8407,24934,360,360,345,358,1.176,171.248,17,9,31,17.013,8,4,7,1, 0.061,20,2.859,3,1,224.286,batch2dense/test10
