3.60009e+06,23228,46457,35,84473107,162910438,-1,12200,12178,12196,11270.4,9365.76,272,32,64,35987,322,1,1,71768, 586.55,35973,1132.46,3,1,146.767,instances/lak503dmap-100agents-10.agents,0,0,
2.8361e+06,21137,42275,23,51311254,121860360,11539,11539,11516,11534,10625.3,16768.5,285,60,120,9360.19,94,10,10,33229, 281.134,33766,2793.24,3,1,99.122,instances/lak503dmap-100agents-11.agents,0,0,
49477.1,347,695,11,434658,1121832,12451,12451,12434,12450,156.627,2672.79,43,11,22,709.144,27,18,18,166, 2.088,431,505.507,3,1,1.284,instances/lak503dmap-100agents-12.agents,0,0,
58265,341,683,27,1334127,2195791,11249,11249,11234,11247,188.585,2033.28,56,15,30,835.437,49,2,2,341, 3.034,495,361.391,3,1,1.959,instances/lak503dmap-100agents-13.agents,0,0,
8088.15,33,66,26,54757,166038,11678,11678,11654,11678,21.017,1744.8,33,15,30,515.741,25,0,0,0, 0.133,33,252.343,3,1,0.328,instances/lak503dmap-100agents-14.agents,0,0,
388222,2544,5089,34,6385868,14971700,11700,11700,11678,11698,1868.08,4913.45,67,20,40,912.018,24,0,0,4128, 33.781,5064,682.058,3,1,21.108,instances/lak503dmap-100agents-15.agents,0,0,
45424.6,334,668,25,678280,1687434,12190,12190,12174,12188,221.484,1031.61,38,7,14,538.395,31,0,0,588, 4.415,649,283.451,3,1,1.998,instances/lak503dmap-100agents-16.agents,0,0,
13924.7,54,108,21,87908,255950,10428,10428,10407,10426,28.164,1577.62,37,12,24,6302.07,23,8,8,31, 0.389,79,233.119,3,1,0.415,instances/lak503dmap-100agents-23.agents,0,0,
1.48305e+06,11967,23935,25,27502532,62997073,12588,12588,12562,12581,6929.06,4100.22,85,29,58,8748.25,74,280,280,24631, 208.025,22367,924.504,3,1,62.006,instances/lak503dmap-100agents-17.agents,0,0,
6341.39,39,78,47,95487,251247,10517,10517,10500,10515,16.586,1432,34,11,22,333.019,24,0,0,28, 0.243,54,210.44,3,1,0.311,instances/lak503dmap-100agents-18.agents,0,0,
691499,4961,9923,22,13113809,31102097,12148,12148,12121,12142,3422.52,20716.6,341,141,282,26671.1,148,343,343,11205, 103.169,9816,1589.68,3,1,35.783,instances/lak503dmap-100agents-22.agents,0,0,
3.60008e+06,23392,46785,5,54100777,149697792,-1,11089,11076,11087,7902.49,1431.58,48,11,22,769474,46409,0,0,524, 5867.57,23547,100171,3,1,79.314,instances/lak503dmap-100agents-19.agents,0,0,
4765.26,28,57,28,82883,228004,12096,12096,12078,12096,8.454,1693.68,36,15,30,253.747,18,1,1,0, 0.08,31,193.348,3,1,0.154,instances/lak503dmap-100agents-20.agents,0,0,
3.60003e+06,37722,75445,2,37388294,102087070,-1,12355,12335,12353,9336.88,9387.22,1095,25,50,685165,41844,778,778,24, 1904.8,39531,90231,3,1,63.825,instances/lak503dmap-100agents-21.agents,0,0,
462725,4961,9923,22,13113809,31102097,12148,12148,12121,12142,2366.39,14555.8,341,141,282,18406.4,148,343,343,11205, 72.186,9816,1138.47,3,1,21.595,instances/lak503dmap-100agents-22.agents,0,0,
8818.32,54,108,21,87908,255950,10428,10428,10407,10426,19.371,965.846,37,12,24,3919.25,23,8,8,31, 0.261,79,155.128,3,1,0.24,instances/lak503dmap-100agents-23.agents,0,0,
707941,7908,15817,25,20443554,48731385,11347,11347,11322,11342,3896.57,3742.66,142,36,72,1295.1,45,26,26,16294, 84.658,15775,456.598,3,1,29.36,instances/lak503dmap-100agents-24.agents,0,0,
14728.9,129,258,31,214915,557344,12726,12726,12700,12722,55.945,2040.03,83,34,68,1429.37,51,0,0,295, 1.513,232,327.243,3,1,0.639,instances/lak503dmap-100agents-25.agents,0,0,
1.2097e+06,10903,21806,14,36399844,84335732,11141,11141,11123,11137,4524.34,12749.7,162,48,96,1455.73,48,481,481,23727, 129.223,19582,1391.58,3,1,27.071,instances/lak503dmap-100agents-26.agents,0,0,
367643,3861,7723,15,6825531,16630158,11926,11926,11906,11920,1244.1,2428.92,93,17,34,27930.9,107,528,528,4188, 32.716,4864,660.1,3,1,9.523,instances/lak503dmap-100agents-27.agents,0,0,
144773,1327,2655,28,3823007,8666820,10128,10128,10110,10122,681.983,3240.63,71,19,38,2614.67,43,1,1,2432, 15.073,2632,644.772,3,1,4.682,instances/lak503dmap-100agents-28.agents,0,0,
32243.8,313,626,34,624236,1562949,11316,11316,11290,11314,264.521,2372.31,116,29,58,458.08,42,1,1,537, 3.454,606,379.35,3,1,1.888,instances/lak503dmap-100agents-29.agents,0,0,
