23650,20,40,11,453590,1260097,10731,10731,10721,10731,160,1510,46,22,44,750,29,22,22,206, 0,22,100,3,1,21590,instances/lak503dmap-100agents-2.agents,0,22,
30090,28,56,12,449544,1222003,10087,10087,10071,10085,190,630,44,12,24,4030,20,38,38,322, 0,30,70,3,1,27120,instances/lak503dmap-100agents-5.agents,0,30,
43220,62,124,5,389410,1267569,12044,12044,12033,12044,190,570,38,5,10,15880,81,119,119,192, 0,63,250,3,1,33750,instances/lak503dmap-100agents-9.agents,0,63,
40560,38,77,15,608214,1720976,11678,11678,11654,11678,310,1020,73,24,48,220,37,3,3,578, 10,40,100,3,1,37720,instances/lak503dmap-100agents-14.agents,0,40,
44190,30,61,13,1174282,2812674,12096,12096,12078,12096,170,2910,98,32,64,2430,73,21,21,537, 10,33,300,3,1,40690,instances/lak503dmap-100agents-20.agents,0,33,
58920,43,86,17,1153251,2824600,11074,11074,11059,11073,300,890,45,13,26,100,27,1,1,543, 0,47,90,3,1,55560,instances/lak503dmap-100agents-7.agents,0,47,
52320,38,76,15,803596,2211827,12190,12190,12174,12188,320,590,37,11,22,100,26,0,0,329, 0,41,90,3,1,49250,instances/lak503dmap-100agents-16.agents,0,41,
38330,52,104,7,516481,1459890,10996,10996,10985,10996,120,470,22,7,14,8350,78,91,91,167, 10,53,180,3,1,30720,instances/lak503dmap-100agents-32.agents,0,53,
44450,43,86,10,703609,1993494,11141,11141,11130,11141,320,790,32,9,18,520,48,26,26,270, 0,47,130,3,1,40800,instances/lak503dmap-100agents-33.agents,0,47,
45920,33,66,16,1063260,2744786,10109,10109,10089,10102,230,990,49,17,34,920,36,26,26,439, 0,37,140,3,1,42930,instances/lak503dmap-100agents-37.agents,0,37,
82630,48,97,15,1509793,3878911,11707,11707,11682,11704,350,1770,86,22,44,560,51,5,5,864, 0,57,240,3,1,77690,instances/lak503dmap-100agents-36.agents,0,57,
109630,41,83,19,5676015,8036488,11249,11249,11234,11247,410,2740,107,41,82,1300,62,21,21,982, 0,45,140,3,1,106130,instances/lak503dmap-100agents-13.agents,0,45,
83580,63,126,14,1136366,3233350,11556,11556,11542,11554,550,1190,59,20,40,430,49,96,96,1155, 0,75,100,3,1,78730,instances/lak503dmap-100agents-41.agents,0,75,
163200,81,162,15,2985256,7988021,10428,10428,10407,10426,850,1510,82,18,36,6640,55,256,256,1788, 10,128,220,3,1,153870,instances/lak503dmap-100agents-23.agents,0,128,
170110,129,258,9,4456613,10971372,11334,11334,11317,11333,1090,1830,62,19,38,2300,35,224,224,1894, 0,212,270,3,1,158220,instances/lak503dmap-100agents-46.agents,0,212,
212780,217,435,6,4031584,9915740,12451,12451,12434,12450,920,1660,62,18,36,340,40,42,42,1881, 10,333,200,3,1,193500,instances/lak503dmap-100agents-12.agents,0,333,
227860,121,243,19,5776302,14059318,12175,12175,12154,12171,1020,2190,77,20,40,540,49,7,7,2422, 10,151,240,3,1,218020,instances/lak503dmap-100agents-48.agents,0,151,
301090,332,665,8,6716481,18615133,11751,11751,11733,11747,1510,1960,84,7,14,3180,686,110,110,2647, 0,376,1530,3,1,276350,instances/lak503dmap-100agents-1.agents,0,376,
335010,367,734,9,6309713,16182718,10902,10902,10890,10898,2010,2470,133,24,48,3590,124,10,10,4111, 10,528,540,3,1,309710,instances/lak503dmap-100agents-3.agents,0,528,
464820,527,1054,5,12398076,28141908,11083,11083,11065,11082,2330,2840,116,38,76,1830,64,14,14,6537, 90,997,340,3,1,418090,instances/lak503dmap-100agents-38.agents,0,997,
515050,357,715,8,12426814,24658254,11784,11784,11764,11782,1970,2510,131,30,60,115920,472,1388,1388,5999, 30,419,770,3,1,443530,instances/lak503dmap-100agents-35.agents,0,419,
939660,616,1233,9,18420754,44120544,12726,12726,12700,12722,4710,3800,208,45,90,1920,115,58,58,15208, 110,1097,550,3,1,881560,instances/lak503dmap-100agents-25.agents,0,1097,
