4500.35,111,223,19519,43902,325,325,299,314,6.159,4062.74,60,20,160,60.494,51,2,2,108,0.819,182,68.461,3,1,0.197,instancestest/test1
183.741,33,66,3319,9179,355,355,346,351,1.756,105.786,37,19,48,3.221,16,0,0,10,0.181,51,5.195,3,1,0.053,instancestest/test2
153.149,63,127,4274,12979,271,271,260,268,2.348,43.608,10,4,17,5.57,15,0,0,60,0.372,76,2.351,3,1,0.066,instancestest/test3
65.003,8,17,844,2928,289,289,279,287,0.794,48.045,12,3,15,2.1,5,1,1,0,0.013,12,0.905,3,1,0.014,instancestest/test4
107.171,3,6,611,2116,297,297,281,297,0.095,101.319,2,2,16,0.118,1,0,0,0,0.002,3,0.245,3,1,0.003,instancestest/test5
90.452,14,29,1258,4520,321,321,308,321,0.576,54.88,10,4,15,5.771,11,1,1,0,0.029,16,4.381,3,1,0.019,instancestest/test6
21.224,8,17,932,3388,324,324,322,324,0.308,3.293,2,1,2,1.28,8,0,0,0,0.012,8,1.257,3,1,0.01,instancestest/test7
33.556,14,28,1449,5093,320,320,319,319,0.551,0,0,0,0,6.039,20,3,3,4,0.029,17,1.751,3,1,0.017,instancestest/test8
34.594,14,28,1449,5093,320,320,319,319,0.565,0,0,0,0,6.31,20,3,3,4,0.037,17,1.794,3,1,0.019,instancestest/test9
175.755,19,38,2003,6019,360,360,345,358,1.179,130.866,26,7,27,3.629,9,1,1,7,0.082,31,2.626,3,1,0.044,instancestest/test10
145.322,25,50,3109,8258,285,285,274,279,1.312,83.499,20,10,23,2.046,12,0,0,18,0.156,38,3.947,3,1,0.047,instancestest/test1
412.535,237,475,15342,48619,264,264,258,261,10.263,15.551,24,1,2,12.765,45,12,12,227,1.313,315,4.309,3,1,0.343,instancestest/test2
504.083,170,340,15414,44748,326,326,315,321,8.747,84.043,88,9,21,51.277,104,20,20,169,1.464,265,14.797,3,1,0.267,instancestest/test3
121.398,52,104,3907,12327,294,294,287,292,2.599,28.925,23,6,13,3.268,21,0,0,46,0.227,81,2.439,3,1,0.089,instancestest/test4
23.886,8,17,933,3048,246,246,242,246,0.268,6.853,5,3,6,2.173,5,1,1,0,0.017,8,1.18,3,1,0.009,instancestest/test5
24.122,8,17,933,3048,246,246,242,246,0.256,7.026,5,3,6,2.106,5,1,1,0,0.02,8,1.108,3,1,0.007,instancestest/test6
9128.3,3783,7567,403680,1177657,320,320,309,313,173.3,403.554,521,6,12,434.953,892,53,54,6094,57.833,5478,141.714,3,1,5.391,instancestest/test7
678.463,293,586,22684,71334,315,315,307,310,14.048,80.579,81,11,22,33.129,87,11,11,537,3.128,434,11.748,3,1,0.499,instancestest/test8
3111.51,1341,2682,143584,360874,263,263,250,256,66.16,198.95,164,39,80,185.94,171,4,4,2762,21.446,2114,41.005,3,1,2.005,instancestest/test9
60001,20896,41793,3228015,7349808,-1,277,259,266,931.152,5186.53,4667,196,405,4052.66,4912,5,5,29714,1051.15,29002,1141.71,3,1,29.064,instancestest/test10
566.216,29,59,6102,12807,336,336,316,333,2.812,436.051,33,18,75,28.448,13,1,1,13,0.139,44,22.367,3,1,0.076,instancestest/test1
302.824,71,143,12939,31241,321,321,310,319,4.285,62.907,43,9,20,26.702,30,1,1,69,0.636,111,13.107,3,1,0.124,instancestest/test2
95.048,19,38,2253,6276,308,308,297,306,1.001,50.777,18,7,24,2.882,8,1,1,4,0.045,27,3.946,3,1,0.041,instancestest/test3
167.066,48,96,5426,15632,284,284,270,282,2.074,56.864,27,8,26,8.121,22,3,3,18,0.147,66,5.332,3,1,0.067,instancestest/test4
632.68,75,151,14080,32144,325,325,306,322,3.333,353.327,47,25,87,40.83,73,6,6,56,0.856,101,27.628,3,1,0.106,instancestest/test5
731.664,24,49,7264,13184,292,292,267,289,1.333,626.786,26,19,105,1.284,4,0,0,0,0.117,27,19.881,3,1,0.055,instancestest/test6
7091.26,3338,6677,293707,855355,317,317,300,311,181.906,164.685,171,5,13,204.78,402,16,16,9611,59.723,5763,21.296,3,1,6.14,instancestest/test7
642.212,131,262,51258,82559,261,261,249,253,4.326,50.396,13,3,9,15.162,13,0,0,102,1.827,140,40.844,3,1,0.126,instancestest/test8
