327.557,34,69,3281,12962,577,577,575,577,2.557,0.462,1,0,0,208.736,52,22,22,0, 0.184,34,7.32,3,1,balll
66.862,18,36,1678,6693,538,538,534,536,1.559,3.997,7,1,2,7.138,17,0,0,3, 0.024,21,3.351,3,1,balll
132.149,29,58,2579,9651,548,548,542,547,2.288,17.912,11,3,6,23.735,36,10,10,7, 0.071,32,4.749,3,1,balll
112.08,21,43,3481,11090,529,529,525,528,1.695,11.153,4,1,2,18.304,27,3,3,0, 0.04,23,10.152,3,1,balll
26934.6,8671,17342,532543,1966997,537,537,526,533,785.07,54.143,85,4,8,167.951,420,26,26,15984, 92.092,10809,22.539,3,1,balll
53.104,12,24,1855,6726,545,545,541,543,0.913,11.327,4,2,4,2.106,8,0,0,0, 0.013,12,2.781,3,1,balll
538.97,54,108,6042,22698,573,573,570,573,3.864,15.512,3,1,2,324.355,56,46,46,0, 0.385,54,15.967,3,1,balll
88.654,26,52,2020,8060,483,483,480,482,1.986,1.536,2,1,2,10.562,33,3,3,4, 0.055,27,3.956,3,1,balll
650.098,49,98,4436,16717,567,567,559,567,3.599,11.771,6,3,6,472.395,44,38,38,0, 0.362,49,8.034,3,1,balll
351.306,99,199,7508,27527,506,506,501,504,7.684,12.935,7,1,2,22.779,58,2,2,25, 0.224,106,13.499,3,1,balll

989.29,38,76,17544,67757,577,577,575,577,31.682,0,0,0,0,199.775,47,24,24,0, 0.215,38,7.608,3,1,balll
449.634,15,31,9211,35609,538,538,534,536,18.993,3.797,6,1,2,6.066,16,0,0,0, 0.023,16,3.868,3,1,balll
1138.01,39,78,20953,80149,548,548,542,547,50.763,19.974,15,3,6,26.315,58,14,14,114, 0.536,67,6.466,3,1,balll
657.979,22,45,18747,61405,529,529,525,528,26.06,10.454,4,1,2,16.808,23,1,1,0, 0.031,22,10.434,3,1,balll
38692.4,1542,3085,749285,2660332,537,537,526,533,1694.75,35.814,62,4,8,60.458,193,23,23,3488, 19.395,2246,13.149,3,1,balll
310.35,13,26,7878,28055,545,545,541,543,12.698,21.408,6,3,6,2.742,9,0,0,0, 0.015,14,3.144,3,1,balll
889.343,54,108,15893,59016,573,573,570,573,20.315,14.624,3,1,2,272.335,61,41,41,0, 0.395,54,15.196,3,1,balll
661.505,28,57,13632,52175,483,483,480,482,29.134,1.508,2,1,2,12.728,38,3,3,0, 0.042,29,4.893,3,1,balll
1073.61,49,98,13215,48937,567,567,559,567,21.841,11.998,6,3,6,462.293,44,38,38,0, 0.346,49,7.917,3,1,balll
1105.2,32,65,30008,99358,506,506,501,504,41.875,11.915,4,1,2,15.48,30,2,2,7, 0.085,34,10.908,3,1,balll
