76.051,11,22,2317,8191,598,598,595,597,0.894,16.355,4,1,2,10.129,19,0,0,0, 0.019,12,5.699,3,1,instances/test1
4562.59,503,1007,41018,155342,505,505,502,503,36.512,3.284,5,0,0,3040.32,362,457,457,292, 8.324,509,41.442,3,1,instances/test2
59.543,17,34,1311,5357,501,501,498,500,1.263,2.391,2,1,2,7.681,20,4,4,0, 0.019,17,2.325,3,1,instances/test3
68.01,19,38,2618,7576,520,520,518,518,1.463,1.568,3,0,0,2.995,20,0,0,1, 0.021,20,2.348,3,1,instances/test4
851.711,341,683,16267,64388,410,410,405,409,36.66,7.309,15,1,2,16.39,57,9,9,479, 3.167,504,5.136,3,1,instances/test5
1.2e+06,260117,520235,35290530,130278642,-1,548,545,548,26216.9,2101.01,756,0,0,38696.4,16943,41082,41082,494504, 21681,332726,2471.97,3,1,instances/test6
1763.38,473,947,34309,115661,502,502,495,501,59.575,16.89,22,2,4,65.24,85,125,125,1120, 10.544,744,9.022,3,1,instances/test7
572.454,160,321,10678,39724,524,524,519,523,15.444,7.225,5,1,2,18.838,64,12,12,149, 0.849,194,6.009,3,1,instances/test8
431.514,43,87,5242,19129,540,540,537,539,3.497,9.126,2,1,2,247.497,48,19,19,6, 0.242,43,9.582,3,1,instances/test9
61.459,12,25,1874,6939,536,536,532,536,1.073,6.24,7,3,6,8.523,14,2,2,0, 0.025,13,4.05,3,1,instances/test10
490.884,11,23,10313,37904,598,598,595,597,17.508,17.791,4,1,2,10.862,18,0,0,0, 0.023,12,6.374,3,1,instances/test1
5618.28,222,444,50841,192496,505,505,502,503,92.978,1.924,2,0,0,3244.23,263,189,189,5, 3.533,223,59.298,3,1,instances/test2
510.864,17,35,6251,24997,501,501,498,500,23.522,2.744,2,1,2,9.077,18,4,4,0, 0.028,17,2.655,3,1,instances/test3
424.816,17,35,9458,28504,520,520,518,518,18.184,1.238,2,0,0,3.962,18,1,1,0, 0.024,17,2.356,3,1,instances/test4
2391.63,169,339,36103,142622,410,410,405,409,133.537,8.34,16,1,2,12.158,38,7,7,211, 1.742,250,4.97,3,1,instances/test5
1.20001e+06,66178,132357,31920526,117868301,-1,548,545,548,40849.8,822.194,529,0,0,7165.62,2847,14907,14907,121123, 3023.62,83294,382.828,3,1,instances/test6
4883.35,168,337,103755,342017,502,502,495,501,203.362,13.137,17,2,4,52.919,84,59,59,382, 3.56,243,10.103,3,1,instances/test7
769.332,19,39,12099,46693,524,524,519,523,32.361,6.827,2,1,2,8.738,28,3,3,0, 0.036,19,5.015,3,1,instances/test8
823.553,33,66,13383,49111,540,540,537,539,20.248,10.703,3,1,2,264.41,36,15,15,2, 0.155,34,8.598,3,1,instances/test9
414.775,12,25,10055,35585,536,536,532,536,17.254,6.157,7,3,6,8.585,14,2,2,0, 0.027,13,4.133,3,1,instances/test10
434.64,11,23,10313,37904,598,598,595,597,15.423,15.588,4,1,2,9.469,18,0,0,0, 0.019,12,5.746,3,1,instances/test1
5404.4,222,444,50841,192496,505,505,502,503,82.451,2.083,2,0,0,3187.98,263,189,189,5, 2.979,223,34.161,3,1,instances/test2
30179.2,1872,3744,459644,1778788,501,501,498,500,1404.43,85.707,87,1,2,74.575,98,283,283,3252, 46.082,3572,7.596,3,1,instances/test3
373.146,17,35,9458,28504,520,520,518,518,15.979,1.124,2,0,0,3.543,18,1,1,0, 0.021,17,2.02,3,1,instances/test4
2103.7,169,339,36103,142622,410,410,405,409,117.668,6.973,16,1,2,10.889,38,7,7,211, 1.55,250,4.319,3,1,instances/test5
1.20001e+06,66437,132875,32043615,118318731,-1,548,545,548,40992.3,808.519,532,0,0,6863.96,2852,14971,14971,121636, 2974.17,83625,323.818,3,1,instances/test6
5109.58,168,337,103755,342017,502,502,495,501,214.104,13.939,17,2,4,54.979,84,59,59,382, 3.737,243,10.132,3,1,instances/test7
763.91,19,39,12099,46693,524,524,519,523,32.304,6.756,2,1,2,8.763,28,3,3,0, 0.043,19,5.084,3,1,instances/test8
868.757,33,66,13383,49111,540,540,537,539,21.296,10.818,3,1,2,276.893,36,15,15,2, 0.171,34,8.849,3,1,instances/test9
420.279,12,25,10055,35585,536,536,532,536,17.25,6.415,7,3,6,8.785,14,2,2,0, 0.022,13,4.292,3,1,instances/test10
4753.95,257,515,84889,320275,598,598,595,597,29.8,19.513,12,1,2,42.014,118,25,25,419, 3.418,396,12.459,3,1,instances/test1
1561.56,75,150,34125,126223,505,505,502,503,6.499,2.724,4,0,0,231.447,59,27,27,62, 0.514,90,8.945,3,1,instances/test2
374.702,17,35,6164,24186,501,501,498,500,1.252,2.399,2,1,2,7.073,17,4,4,0, 0.016,17,2.314,3,1,instances/test3
474.686,36,72,12696,40578,520,520,518,518,2.852,2.202,4,0,0,3.331,23,0,0,15, 0.118,40,2.674,3,1,instances/test4
3975.28,462,925,84149,326768,410,410,405,409,49.196,7.982,17,1,2,19.134,51,12,12,657, 4.837,664,5.32,3,1,instances/test5
1.20001e+06,85578,171157,39324012,143273766,-1,548,545,548,7750.91,499.352,178,0,0,11474.2,5490,19222,19222,146182, 4282.67,105664,970.168,3,1,instances/test6
13779.9,515,1031,311462,1019458,502,502,495,501,71.547,30.431,31,2,4,102.493,144,118,118,1184, 14.468,771,14.213,3,1,instances/test7
1536.65,62,125,27122,102745,524,524,519,523,6.478,8.647,4,1,2,12.896,37,7,7,56, 0.323,80,6.78,3,1,instances/test8
1912.51,127,254,45792,160144,540,540,537,539,10.69,10.059,3,1,2,441.771,58,57,57,71, 0.795,133,14.553,3,1,instances/test9
379.217,15,31,10991,38373,536,536,532,536,1.324,5.905,7,3,6,10.721,17,3,3,0, 0.03,16,5.442,3,1,instances/test10
