19487.3,492,985,7,840895,2279207,318,318,303,315,506.351,1772.47,238,102,304,1867.29,374,392,564,11650, 84.655,819,37.635,3,1,18025.3,batch5dense/test5
19013.8,492,985,7,840895,2279207,318,318,303,315,491.954,1730.16,238,102,304,1851.14,374,392,564,11650, 80.365,819,35.676,3,1,17587.6,batch5dense/test5
18963,492,985,7,840895,2279207,318,318,303,315,493.145,1730.34,238,102,304,1838.8,374,392,564,11650, 79.547,819,36.005,3,1,17537.5,batch5dense/test5
20504.9,492,985,7,840895,2279207,318,318,303,315,529.269,1781.05,238,102,304,1927.77,374,392,564,11650, 89.855,819,36.169,3,1,18993.1,batch5dense/test5
19832.9,492,985,7,840895,2279207,318,318,303,315,512.467,1765.32,238,102,304,1866.17,374,392,564,11650, 85.913,819,37.037,3,1,18364.2,batch5dense/test5
20286.7,492,985,7,840895,2279207,318,318,303,315,524.255,1822.37,238,102,304,1915.76,374,392,564,11650, 88.703,819,37.118,3,1,18766.6,batch5dense/test5
20246.8,492,985,7,840895,2279207,318,318,303,315,523.634,1810.77,238,102,304,1908.42,374,392,564,11650, 89.939,819,37.73,3,1,18744.2,batch5dense/test5
20389.8,492,985,7,840895,2279207,318,318,303,315,526.071,1815.38,238,102,304,1931.44,374,392,564,11650, 91.514,819,37.583,3,1,18869.8,batch5dense/test5
20288.7,492,985,7,840895,2279207,318,318,303,315,528.259,1806.21,238,102,304,1923.88,374,392,564,11650, 90.937,819,37.825,3,1,18783.3,batch5dense/test5
917.026,74,148,3,46596,127131,266,266,255,262,23.397,30.869,32,6,12,16.264,25,0,0,308, 1.683,107,9.606,3,1,751.314,dense/batch4dense/test1
486.721,21,43,5,18801,50145,270,270,258,268,13.226,60.365,33,13,35,22.991,34,2,2,165, 1.263,27,9.027,3,1,417.241,dense/batch4dense/test2
5672.77,215,431,7,287396,684865,291,291,281,286,145.736,180.553,68,10,31,130.097,105,8,8,2780, 18.992,254,46.787,3,1,4859.02,dense/batch4dense/test3
96.567,9,18,3,3699,10054,290,290,283,290,2.045,9.596,8,3,6,8.823,8,3,3,19, 0.118,9,2.299,3,1,72.364,dense/batch4dense/test4
296.381,15,31,7,9512,32372,281,281,275,281,9.337,22.241,27,5,10,14.538,54,5,5,123, 0.719,17,4.446,3,1,257.955,dense/batch4dense/test5
11092.4,455,911,4,626910,1413173,324,324,306,314,203.98,413.906,210,31,78,575.106,190,17,17,2739, 27.021,637,91.605,3,1,9461.25,dense/batch4dense/test6
2691.31,171,343,4,112904,335680,284,284,272,278,80.476,74.005,79,6,13,99.905,69,30,30,1085, 8.449,253,11.991,3,1,2324.63,dense/batch4dense/test7
63.222,5,10,4,2076,6786,313,313,307,313,1.54,10.067,9,4,9,0.735,4,0,0,13, 0.056,5,1.203,3,1,49.321,dense/batch4dense/test8
145.616,12,25,4,4887,15057,276,276,269,275,4.149,11.303,12,3,6,4.648,18,2,2,32, 0.161,12,3.492,3,1,112.654,dense/batch4dense/test9
181.668,8,17,6,5040,14589,261,261,252,260,5.551,55.155,15,10,32,8.307,12,1,3,27, 0.128,8,2.131,3,1,148.513,dense/batch4dense/test10
628.751,66,132,2,30759,88392,266,266,255,262,3.263,23.318,21,6,12,6.217,16,0,0,57, 0.378,98,5.309,3,1,463.65,dense/batch4dense/test1
974.011,51,103,4,52130,133831,270,270,258,268,2.648,35.012,25,9,23,6.391,15,1,1,33, 0.237,79,4.81,3,1,823.308,dense/batch4dense/test2
3485.02,221,442,3,196906,496610,291,291,281,286,12.446,73.191,47,4,13,83.276,71,5,5,243, 1.886,361,36.207,3,1,2824.04,dense/batch4dense/test3
82.449,9,18,3,3699,10054,290,290,283,290,0.312,9.315,7,3,6,0.826,3,0,0,0, 0.016,9,1.546,3,1,54.071,dense/batch4dense/test4
191.944,16,33,5,6970,23745,281,281,275,281,0.643,11.937,12,4,8,2.236,12,1,1,0, 0.027,17,1.713,3,1,150.19,dense/batch4dense/test5
2871.78,114,229,4,183876,373486,324,324,306,314,5.981,108.248,49,11,27,155.569,46,7,7,119, 1.654,162,51.43,3,1,2111.68,dense/batch4dense/test6
6563.43,631,1263,2,314839,893118,284,284,272,278,32.026,52.663,56,6,13,49.73,52,16,16,1059, 7.246,926,8.788,3,1,5225.53,dense/batch4dense/test7
43.198,5,11,2,1748,5642,313,313,307,313,0.165,5.117,5,3,6,0.447,2,0,0,0, 0.011,5,0.799,3,1,27.379,dense/batch4dense/test8
130.591,13,27,3,4560,13924,276,276,269,275,0.551,6.54,6,3,6,2.279,8,1,1,1, 0.017,14,2.444,3,1,91.316,dense/batch4dense/test9
204.404,12,25,5,8385,22141,261,261,252,260,0.637,30.027,10,5,15,0.57,5,0,0,2, 0.03,14,1.834,3,1,145.171,dense/batch4dense/test10
924.244,74,148,3,46596,127131,266,266,255,262,23.691,31.66,32,6,12,16.726,25,0,0,308, 1.794,107,9.675,3,1,755.893,dense/batch4dense/test1,97,10,
490.455,21,43,5,18801,50145,270,270,258,268,13.363,59.006,33,13,35,22.277,34,2,2,165, 1.178,27,8.674,3,1,421.056,dense/batch4dense/test2,22,5,
5797.6,215,431,7,287396,684865,291,291,281,286,148.712,180.191,68,10,31,136.376,105,8,8,2780, 19.624,254,47.47,3,1,4978.58,dense/batch4dense/test3,176,78,
90.08,9,18,3,3699,10054,290,290,283,290,1.921,9.225,8,3,6,7.8,8,3,3,19, 0.103,9,2.181,3,1,66.669,dense/batch4dense/test4,9,0,
302.687,15,31,7,9512,32372,281,281,275,281,9.733,21.867,27,5,10,15.298,54,5,5,123, 0.685,17,4.417,3,1,264.11,dense/batch4dense/test5,17,0,
11233.3,455,911,4,626910,1413173,324,324,306,314,208.685,411.967,210,31,78,574.011,190,17,17,2739, 28.069,637,92.171,3,1,9598.08,dense/batch4dense/test6,509,128,
2742.92,171,343,4,112904,335680,284,284,272,278,83.58,75.819,79,6,13,104.853,69,30,30,1085, 8.698,253,12.194,3,1,2369.54,dense/batch4dense/test7,233,20,
64.307,5,10,4,2076,6786,313,313,307,313,1.63,9.954,9,4,9,0.779,4,0,0,13, 0.06,5,1.336,3,1,49.998,dense/batch4dense/test8,5,0,
159.481,12,25,4,4887,15057,276,276,269,275,4.702,11.833,12,3,6,4.923,18,2,2,32, 0.215,12,3.576,3,1,124.36,dense/batch4dense/test9,11,1,
185.926,8,17,6,5040,14589,261,261,252,260,5.786,56.015,15,10,32,8.424,12,1,3,27, 0.14,8,2.186,3,1,152.793,dense/batch4dense/test10,7,1,
622.494,66,132,2,30759,88392,266,266,255,262,3.145,22.455,21,6,12,6.225,16,0,0,57, 0.393,98,5.166,3,1,462.007,dense/batch4dense/test1,49,49,
992.446,51,103,4,52130,133831,270,270,258,268,2.667,35.681,25,9,23,6.366,15,1,1,33, 0.241,79,4.853,3,1,841.41,dense/batch4dense/test2,20,59,
3390.74,221,442,3,196906,496610,291,291,281,286,12.104,72.984,47,4,13,80.418,71,5,5,243, 1.841,361,34.819,3,1,2744.05,dense/batch4dense/test3,156,205,
78.123,9,18,3,3699,10054,290,290,283,290,0.286,8.899,7,3,6,0.774,3,0,0,0, 0.015,9,1.515,3,1,50.943,dense/batch4dense/test4,8,1,
188.451,16,33,5,6970,23745,281,281,275,281,0.596,11.52,12,4,8,2.174,12,1,1,0, 0.04,17,1.789,3,1,147.176,dense/batch4dense/test5,2,15,
