2329.07,40,80,7019,14691,258,258,230,249,4.348,2177.9,77,37,196,30.415,35,5,5,29, 0.555,63,20.856,3,1,0.1,instancestest/test1
853.36,287,574,23035,64243,221,221,214,216,11.593,285.727,102,42,99,51.584,181,0,0,220, 2.596,358,23.98,3,1,0.379,instancestest/test2
7551.75,2006,4012,241006,572027,270,270,256,264,116.787,1889.77,847,268,614,1265.46,575,105,152,3584, 38.295,3570,159.671,3,1,3.574,instancestest/test3
353.563,151,303,11808,36568,314,314,306,311,6.796,52.948,83,13,27,25.966,120,3,3,98, 1.161,206,9.129,3,1,0.194,instancestest/test4
36.221,9,19,1002,3347,291,291,287,291,0.309,18.571,5,3,7,1.086,7,0,0,0, 0.008,10,1.455,3,1,0.01,instancestest/test5
60002.3,18429,36859,2104097,5130516,-1,325,299,314,2601.73,16023.7,5986,2674,6366,1585.59,2274,45,45,80187, 809.319,32639,234.924,3,1,46.151,instancestest/test6
5434.86,1628,3257,193564,482223,286,286,265,277,85.518,975.202,460,113,308,874.256,778,53,54,3596, 39.509,2576,100.993,3,1,2.83,instancestest/test7
1581.45,167,335,22727,51458,279,279,253,270,12.22,1105.16,227,126,351,49.489,38,5,6,215, 2.632,314,49.493,3,1,0.388,instancestest/test8
1447.57,72,145,7922,20717,331,331,312,324,4.637,1245.74,64,32,130,30.941,66,6,6,151, 0.98,133,16.66,3,1,0.134,instancestest/test9
4519.48,1615,3230,162595,399381,269,269,254,263,141.205,1179.35,559,158,354,140.812,255,5,5,6109, 39.742,3113,49.189,3,1,3.967,instancestest/test10
38339.7,1566,3133,2368824,4983026,258,258,230,249,1437.99,2889.78,171,93,409,177.353,118,50,62,3590, 30.329,2433,31.941,3,1,31110.9,instancestest/test1
3649.99,253,507,144323,397674,221,221,214,216,113.261,407.048,118,62,144,71.37,153,11,13,236, 2.751,363,24.822,3,1,2687.83,instancestest/test2
90203.2,4877,9754,4603729,11429499,270,270,256,264,2817.37,2731,814,336,791,2054.76,822,220,281,9393, 101.405,8549,218.391,3,1,75224.3,instancestest/test3
3848.29,277,555,165563,509680,314,314,306,311,122.87,55.237,91,7,15,92.608,211,43,44,306, 2.772,384,12.518,3,1,3182.64,instancestest/test4
92.788,8,17,3257,10720,291,291,287,291,2.416,18.787,5,3,7,1.012,5,0,0,0, 0.011,9,1.202,3,1,57.765,instancestest/test5
300015,5968,11937,13449563,35138662,-1,323,299,314,27923.6,1131.99,491,112,301,3185.76,912,722,1608,23220, 159.01,11065,53.257,3,1,281892,instancestest/test6
144713,4756,9512,8233598,20089227,286,286,265,277,4377.77,1319.65,676,155,427,1941.05,1621,131,186,13083, 136.268,7697,209.121,3,1,130463,instancestest/test7
